"Name","Live Bytes","Live Objects"
"com.sixrr.inspectjs.validity.UnreachableCodeJSInspection$$Lambda$4411.0x000000010207f840","16 B (0%)","1 (0%)"
"sun.security.ssl.SupportedVersionsExtension$CHSupportedVersionsStringizer","16 B (0%)","1 (0%)"
"one.util.streamex.AbstractStreamEx$$Lambda$3982.0x0000000101e8f440","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.syntaxSelection.JavaScriptForStatementParensContentSelectioner","16 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.refactoring.ES6MoveModuleMembersHandler","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.npm.PackageJsonBuildFileManager$$Lambda$6016.0x0000000100128840","16 B (0%)","1 (0%)"
"com.intellij.ide.RecentProjectsManagerBaseKt$convertToSystemIndependentPaths$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.parser.Ruby19ElementTypes$$Lambda$1489.0x0000000101157440","16 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.actions.intention.EditorConfigAddDeclarationPartIntention","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.FatalErrorWidgetFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.parser.RubyElementTypes$$Lambda$1434.0x0000000101133c40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.version.management.rvm.LocalRvmPathsSettings$$Lambda$1936.0x0000000101445040","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4740.0x00000001021ee040","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.oracle.OraParserDefinition","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.linter.eslint.importer.EslintConfigWrapper$NoTabs","16 B (0%)","1 (0%)"
"com.intellij.model.search.CodeReferenceSearcher[]","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.XmlNoVariantsDelegator","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4750.0x00000001021f0840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.ES6ChangeImportIntention","16 B (0%)","1 (0%)"
"com.intellij.vcs.commit.ChangesViewCommitStatusPanel$setupLegend$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.textmate.configuration.TextMateSettings","16 B (0%)","1 (0%)"
"com.intellij.openapi.components.BaseState$Companion","16 B (0%)","1 (0%)"
"com.intellij.idea.IdeaLogger$$Lambda$89.0x0000000100154040","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.resolve.reference.impl.providers.FileReferenceSet$AbsoluteTopLevelEvaluator","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.extension.JsonSchemaInfo$$Lambda$5721.0x0000000101880440","16 B (0%)","1 (0%)"
"java.net.NetworkInterface[]","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.FastThreadLocal","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.syntaxSelection.JavaScriptLiteralSelectioner","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.actions.scheme.ValidationRulesCompletionContributor$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.documentation.DocumentationComponent$3$$Lambda$5300.0x000000010242bc40","16 B (0%)","1 (0%)"
"com.intellij.tasks.impl.TaskManagerImpl$$Lambda$1761.0x0000000101338c40","16 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.config.DeploymentPathMacroFilter","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.util.ProgressIndicatorUtils$2","16 B (0%)","1 (0%)"
"com.intellij.database.util.TreePatternNode$Group$$Lambda$1673.0x00000001012b5840","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda$5857.0x000000010253a040","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.actions.handlers.XAddToWatchesFromEditorActionHandler","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.StyleProperty$BACKGROUND$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSUnusedLocalSymbolsInspection$1$$Lambda$4837.0x000000010221bc40","16 B (0%)","1 (0%)"
"com.intellij.database.DataBus$$Lambda$2234.0x000000010155a840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.action.GHPRActionKeys","16 B (0%)","1 (0%)"
"java.math.BigDecimal$1","16 B (0%)","1 (0%)"
"com.intellij.htmltools.codeInspection.htmlInspections.HtmlRequiredTitleElementInspection$$Lambda$4294.0x0000000101fb2840","16 B (0%)","1 (0%)"
"com.intellij.json.editor.folding.JsonFoldingBuilder","16 B (0%)","1 (0%)"
"com.intellij.refactoring.suggested.SuggestedRefactoringIntentionContributor","16 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicIconFactory$MenuItemCheckIcon","16 B (0%)","1 (0%)"
"com.intellij.javascript.debugger.coverage.WipCoverageProgramRunner","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.rename.RubyVetoRenameCondition","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.StyleProperty$BACKGROUND$2","16 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.UploadableRunConfigurationsFilter[]","16 B (0%)","1 (0%)"
"git4idea.repo.GitRepositoryReader$$Lambda$1897.0x0000000101423040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.sprockets.assetsPaths.AppAssetsPathProvider","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.ColorKey$$Lambda$459.0x0000000100578840","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.toolwindow.StatisticsEventLogToolWindowFactory","16 B (0%)","1 (0%)"
"com.intellij.platform.ModuleAttachProcessor$Companion","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.storage.NoLock","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.attach.XLocalAttachDebuggerProvider[]","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbolicExecution.instance.TypeInferenceInstance$$Lambda$3985.0x0000000101e8e040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.formatter.RubyStripTrailingSpacesFilterFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.cucumber.codeinsight.GherkinTypedHandler","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.intention.impl.IntentionHintComponent$$Lambda$5239.0x0000000102392440","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.impl.TemplateListPanel$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.linter.eslint.importer.EslintConfigWrapper$DotLocation","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.cucumber.inspections.GherkinScenarioToScenarioOutlineInspection$ConvertScenarioToOutlineFix","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.collectors.fus.ActionPlaceHolder$1","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonSchemaDocumentationProvider","16 B (0%)","1 (0%)"
"com.intellij.database.util.ObjectPath$1","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.tsconfig.TypeScriptConfigServiceImpl$$Lambda$4333.0x0000000101fcc840","16 B (0%)","1 (0%)"
"com.intellij.ui.tabs.layout.singleRowLayout.SingleRowLayoutStrategy$Top","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.analysis.CDataToTextIntention","16 B (0%)","1 (0%)"
"com.intellij.psi.formatter.xml.HtmlFileIndentOptionsProvider","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.editorActions.wordSelection.BlockCommentSelectioner","16 B (0%)","1 (0%)"
"git4idea.log.GitLogProvider$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.header.CustomHeader$myIconProvider$1","16 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.CssRulesetImpl$$Lambda$5518.0x0000000102539440","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$1","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$3","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$2","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$5","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$7","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.RCompoundStatementManipulator","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$6","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonReferenceContributor$8","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$1","16 B (0%)","1 (0%)"
"com.intellij.ide.IdePopupManager$$Lambda$3777.0x0000000101db6440","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.CustomFrameTitleButtons$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.IndentsPass$$Lambda$5492.0x0000000102506040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.mongoid.MongoidParamDefProvider","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.editing.TypeScriptTypeHintsInlayProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.psi.search.ProjectScope$$Lambda$1517.0x0000000101175c40","16 B (0%)","1 (0%)"
"com.intellij.database.util.DbImplUtil$$Lambda$1272.0x0000000100fe9c40","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.tree.FileElement[]","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.usages.ScssIdIndexer","16 B (0%)","1 (0%)"
"com.intellij.psi.css.actions.rename.CssCustomPropertyRenameHandler","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.model.ModelsTableMappingUtil$$Lambda$4260.0x0000000101f78440","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.bool.JSRemoveBooleanEqualityIntention$BooleanLiteralEqualityPredicate","16 B (0%)","1 (0%)"
"sun.security.provider.AbstractDrbg$$Lambda$73.0x000000010012e440","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.psi.stubs.LessVariableIndex","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.impl.ValueParameterDescriptorImpl$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.editorActions.HtmlSelectioner","16 B (0%)","1 (0%)"
"com.intellij.ide.CommandLineWaitingManager$2","16 B (0%)","1 (0%)"
"com.intellij.ide.CommandLineWaitingManager$1","16 B (0%)","1 (0%)"
"com.jetbrains.ls.responses.EncodedAsset","16 B (0%)","1 (0%)"
"javax.swing.filechooser.FileSystemView$$Lambda$2531.0x00000001016d3840","16 B (0%)","1 (0%)"
"com.intellij.openapi.updateSettings.impl.UpdateChecker$checkPlatformUpdate$updateInfo$1","16 B (0%)","1 (0%)"
"com.intellij.vcs.commit.CommitProjectPanelAdapter","16 B (0%)","1 (0%)"
"java.util.prefs.WindowsPreferences$$Lambda$111.0x00000001001b7040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.WordCompletionContributor","16 B (0%)","1 (0%)"
"sun.security.ssl.ECDHClientKeyExchange$ECDHEClientKeyExchangeConsumer","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda$6252.0x000000010276c840","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ToolWindowManagerImpl$init$3","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda$1969.0x000000010144b440","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.Conditions$4","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.v2.SymbolContainerUtil$$Lambda$3335.0x0000000101b54040","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ToolWindowManagerImpl$init$2","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileTypes.impl.FileTypeManagerImpl$$Lambda$462.0x00000001005c8440","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.tasks.rake.RakeCallTypeProvider","16 B (0%)","1 (0%)"
"com.intellij.ui.ExpandableItemsHandlerFactory$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.parser.RubyElementTypes$$Lambda$1419.0x0000000101130040","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.babel.BabelJsJsonSchemaEnabler","16 B (0%)","1 (0%)"
"com.intellij.sql.inspections.configuration.SqlStorageInspection$RevertFix","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.WolfChangesFileNameDecorator","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.trivialif.JSReplaceIfWithConditionalIntention$ReplaceIfWithConditionalPredicate","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.linter.eslint.config.EslintConfigLangSubstitutor","16 B (0%)","1 (0%)"
"com.intellij.openapi.actionSystem.Presentation$$Lambda$1849.0x00000001013bac40","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.impl.EditorLastActionTracker$MyEditorFactoryListener","16 B (0%)","1 (0%)"
"com.intellij.database.vfs.DbStorageFileType$Detector$$Lambda$2242.0x0000000101558840","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.file.impl.FileManagerImpl$$Lambda$2583.0x0000000101747840","16 B (0%)","1 (0%)"
"com.intellij.model.psi.impl.PsiElementDeclarationSearcher","16 B (0%)","1 (0%)"
"com.intellij.openapi.roots.ProjectRootModificationTrackerImpl","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4711.0x00000001021e6c40","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.editorActions.XmlAutoPopupHandler","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHelloDone$ServerHelloDoneProducer","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.FeatureUsageData$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.ex.InspectionRVContentProviderImpl$$Lambda$4983.0x00000001022c0840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.TerminalShellCommandHandlerHelper$$Lambda$5912.0x0000000102662040","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.mongo.js.MongoJsParsingHelper$Companion","16 B (0%)","1 (0%)"
"com.intellij.ide.actionMacro.ActionMacroManager$MyKeyPostpocessor","16 B (0%)","1 (0%)"
"org.intellij.plugins.relaxNG.model.descriptors.NamedPatternFilter","16 B (0%)","1 (0%)"
"com.intellij.ui.BalloonImpl$Above","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.indexes.RubyInheritanceResolutionIndex$ForSuperClasses","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4696.0x00000001021e3040","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.json.JsonPropertyReferenceContributor$1","16 B (0%)","1 (0%)"
"sun.nio.ch.Net$1","16 B (0%)","1 (0%)"
"com.intellij.util.containers.TreeTraversal$P$1","16 B (0%)","1 (0%)"
"com.intellij.xml.index.SchemaTypeInheritanceIndex","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.ModuleFileDirMacro","16 B (0%)","1 (0%)"
"java.awt.Image$1","16 B (0%)","1 (0%)"
"com.intellij.execution.services.ServiceViewStartupActivity","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4708.0x00000001021e6040","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.breakpoints.XLineBreakpointManager$MyEditorMouseListener","16 B (0%)","1 (0%)"
"org.jetbrains.concurrency.Promises$obsoleteError$2","16 B (0%)","1 (0%)"
"com.intellij.util.execution.ParametersListUtil$$Lambda$102.0x000000010019b840","16 B (0%)","1 (0%)"
"com.intellij.util.NullableFunction$1","16 B (0%)","1 (0%)"
"com.intellij.analysis.problemsView.toolWindow.ShowPreview$1","16 B (0%)","1 (0%)"
"com.intellij.grazie.speller.language.English$Utils","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$Action$FlattenModules$$Lambda$936.0x0000000100c86040","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.FileExtMacro","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.impl.JSPsiImplUtils$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.impl.JSPsiImplUtils$2","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.FileRelativeDirMacro2","16 B (0%)","1 (0%)"
"com.intellij.facet.impl.FacetTypeRegistryImpl$loadExtensions$$inlined$synchronized$lambda$2","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ObjectMapper$1","16 B (0%)","1 (0%)"
"com.intellij.tasks.impl.TaskManagerImpl$Activity","16 B (0%)","1 (0%)"
"org.editorconfig.language.parser.EditorConfigParserDefinition","16 B (0%)","1 (0%)"
"com.intellij.javascript.testing.navigation.JsTestFinder","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.tagTreeHighlighting.XmlTagTreeHighlightingPassFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.gems.RbenvLocalGemsetsProvider$$Lambda$2209.0x000000010154e440","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.FileDirRelativeToSourcepathMacro2","16 B (0%)","1 (0%)"
"com.intellij.docker.view.DockerServiceViewContributor","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.lazy.descriptors.LazyJavaPackageScope$KotlinClassLookupResult$NotFound","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$Bgrx","16 B (0%)","1 (0%)"
"com.intellij.ui.tree.ui.TreeAction$$Lambda$1926.0x0000000101442840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.gem.RubyVersionCallTypeProvider","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.run.configuration.RubyRunConfigurationType$$Lambda$1085.0x0000000100dc9c40","16 B (0%)","1 (0%)"
"org.jetbrains.yaml.parser.YAMLParser$$Lambda$4911.0x0000000102264840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.CustomFileTypeCompletionContributor$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.stubs.TypeScriptLocalClassIndex","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.tree.injected.DocumentWindowImpl$$Lambda$4374.0x0000000102048040","16 B (0%)","1 (0%)"
"com.intellij.psi.stubs.SerializedStubTree$1","16 B (0%)","1 (0%)"
"org.jetbrains.concurrency.Promises$collectResults$1$1","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.file.impl.FileManagerImpl$$Lambda$865.0x0000000100ac3c40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.cucumber.run.CucumberRunConfigurationType$$Lambda$1098.0x0000000100e1e040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.factoryBot.codeInsight.symbols.RubyFactoryBotSymbolProvider","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.VcsLogProgress$$Lambda$3715.0x0000000101d87040","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.xml.XmlTagValueImpl$$Lambda$4189.0x0000000101f35440","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.SeverityRegistrar$$Lambda$3143.0x0000000101a5d040","16 B (0%)","1 (0%)"
"com.intellij.xml.breadcrumbs.BreadcrumbsInitializingActivity$$Lambda$1765.0x0000000101367c40","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.ide.usages.PuppetFindUsagesFactory","16 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.parser.RubyASTComparator","16 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.findusages.EditorConfigFindUsagesHandlerFactory","16 B (0%)","1 (0%)"
"sun.security.ssl.ClientHello$D12ClientHelloConsumer","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonSchemaServiceImpl$$Lambda$2473.0x00000001016a4c40","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.BuiltinMethodsWithSpecialGenericSignature","16 B (0%)","1 (0%)"
"com.intellij.idea.ApplicationLoader$addActivateAndWindowsCliListeners$1","16 B (0%)","1 (0%)"
"com.intellij.idea.ApplicationLoader$addActivateAndWindowsCliListeners$2","16 B (0%)","1 (0%)"
"com.jediterm.terminal.ui.TerminalPanel$TerminalKeyHandler","16 B (0%)","1 (0%)"
"com.sun.java.swing.plaf.windows.WindowsLookAndFeel$$Lambda$168.0x00000001001fc840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.sass.editor.SassScssBraceInterpolationTypedHandler","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.LineStatusTrackerManager$MyLineStatusTrackerSettingListener","16 B (0%)","1 (0%)"
"org.editorconfig.language.util.EditorConfigPsiTreeUtil","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.PositionPanelWidgetFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.haml.HamlAttributeValueProvider","16 B (0%)","1 (0%)"
"com.intellij.database.settings.DatabaseSettings$1","16 B (0%)","1 (0%)"
"com.intellij.database.settings.DatabaseSettings$2","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.indexes.RubyConstructorCallIndex","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.erb.ERbFileViewProviderFactory","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSNodeVisitor$Holder$$Lambda$4735.0x00000001021ecc40","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$229.0x0000000100276440","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.i18n.folding.I18nFoldingOptionsProvider$$Lambda$835.0x0000000100a2fc40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.util.GithubUtil$Delegates","16 B (0%)","1 (0%)"
"sun.font.FreetypeFontScaler$$Lambda$631.0x00000001007fe840","16 B (0%)","1 (0%)"
"com.intellij.idea.ApplicationLoader$addActivateAndWindowsCliListeners$3","16 B (0%)","1 (0%)"
"sun.java2d.marlin.DMarlinRenderingEngine","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.greenplum.GPlumParserDefinition","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.version.management.rbenv.RbenvSdkRefresher$$Lambda$1952.0x000000010144f040","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.DebuggerSupport$3","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.DebuggerSupport$4","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.DebuggerSupport$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspection.JSObjectNullOrUndefinedInspection$DecoratorWithErrors","16 B (0%)","1 (0%)"
